"division_numeric_code","is_in_union","age_range","year","population_count","region_code"
762,"Y","15-49",2045,2312434.294,
762,"N","15-49",2046,1439886.3873,
762,"Y","15-49",2046,2319192.1127,
762,"N","15-49",2047,1467162.7038,
762,"Y","15-49",2047,2323587.2962,
762,"N","15-49",2048,1497556.8181,
762,"Y","15-49",2048,2325306.1819,
762,"N","15-49",2049,1530585.5607,
762,"Y","15-49",2049,2324223.9393,
762,"N","15-49",2050,1566500.91,
762,"Y","15-49",2050,2322188.09,
764,"N","15-49",1970,2952719.1879,
764,"Y","15-49",1970,5174581.3121,
764,"N","15-49",1971,3089995.2909,
764,"Y","15-49",1971,5322872.2091,
764,"N","15-49",1972,3232570.12049999,
764,"Y","15-49",1972,5480887.8795,
764,"N","15-49",1973,3381920.6599,
764,"Y","15-49",1973,5649353.8401,
764,"N","15-49",1974,3533807.1218,
764,"Y","15-49",1974,5823465.8782,
764,"N","15-49",1975,3686652.1846,
764,"Y","15-49",1975,6001594.3154,
764,"N","15-49",1976,3841375.6039,
764,"Y","15-49",1976,6179862.3961,
764,"N","15-49",1977,4002471.2542,
764,"Y","15-49",1977,6365258.7458,
764,"N","15-49",1978,4171894.6736,
764,"Y","15-49",1978,6560545.3264,
764,"N","15-49",1979,4345068.35580001,
764,"Y","15-49",1979,6760881.1442,
764,"N","15-49",1980,4521066.29649999,
764,"Y","15-49",1980,6967804.7035,
764,"N","15-49",1981,4698319.6041,
764,"Y","15-49",1981,7179035.8959,
764,"N","15-49",1982,4876636.54369999,
764,"Y","15-49",1982,7397385.4563,
764,"N","15-49",1983,5056896.7839,
764,"Y","15-49",1983,7629441.7161,
764,"N","15-49",1984,5232771.49860001,
764,"Y","15-49",1984,7870687.5014,
764,"N","15-49",1985,5397776.5313,
764,"Y","15-49",1985,8115465.9687,
764,"N","15-49",1986,5550816.38329999,
764,"Y","15-49",1986,8358969.1167,
764,"N","15-49",1987,5695865.17950001,
764,"Y","15-49",1987,8600695.3205,
764,"N","15-49",1988,5835603.30199999,
764,"Y","15-49",1988,8845850.198,
764,"N","15-49",1989,5965709.8287,
764,"Y","15-49",1989,9089227.6713,
764,"N","15-49",1990,6083075.50660001,
764,"Y","15-49",1990,9352191.4934,
764,"N","15-49",1991,6183641.9331,
764,"Y","15-49",1991,9631484.5669,
764,"N","15-49",1992,6265865.4038,
764,"Y","15-49",1992,9907333.0962,
764,"N","15-49",1993,6333077.78999999,
764,"Y","15-49",1993,10176849.71,
764,"N","15-49",1994,6390444.7601,
764,"Y","15-49",1994,10431900.2399,
764,"N","15-49",1995,6447296.03529999,
764,"Y","15-49",1995,10673552.4647,
764,"N","15-49",1996,6511600.00790001,
764,"Y","15-49",1996,10894653.9921,
764,"N","15-49",1997,6583023.01489999,
764,"Y","15-49",1997,11092054.9851,
764,"N","15-49",1998,6654990.79419999,
764,"Y","15-49",1998,11270562.7058,
764,"N","15-49",1999,6726953.00059999,
764,"Y","15-49",1999,11423188.4994,
764,"N","15-49",2000,6807537.65460001,
764,"Y","15-49",2000,11536271.3454,
764,"N","15-49",2001,6950744.98229999,
764,"Y","15-49",2001,11558773.5177,
764,"N","15-49",2002,7077768.09259998,
764,"Y","15-49",2002,11569524.4074,
764,"N","15-49",2003,7189300.027,
764,"Y","15-49",2003,11568330.973,
764,"N","15-49",2004,7287505.3652,
764,"Y","15-49",2004,11552891.1348,
764,"N","15-49",2005,7377236.59940001,
764,"Y","15-49",2005,11522447.9006,
764,"N","15-49",2006,7466902.21059999,
764,"Y","15-49",2006,11478585.7894,
764,"N","15-49",2007,7557968.0726,
764,"Y","15-49",2007,11423767.4274,
764,"N","15-49",2008,7648029.35420001,
764,"Y","15-49",2008,11356550.1458,
764,"N","15-49",2009,7736923.17650001,
764,"Y","15-49",2009,11273701.8235,
764,"N","15-49",2010,7830532.8455,
764,"Y","15-49",2010,11168226.6545,
764,"N","15-49",2011,7934286.40269999,
764,"Y","15-49",2011,11046605.5973,
764,"N","15-49",2012,8038146.91889999,
764,"Y","15-49",2012,10918022.0811,
764,"N","15-49",2013,8122483.03300001,
764,"Y","15-49",2013,10778882.467,
764,"N","15-49",2014,8179226.42280002,
764,"Y","15-49",2014,10629158.5772,
764,"N","15-49",2015,8217010.6081,
764,"Y","15-49",2015,10472142.3919,
764,"N","15-49",2016,8256698.5311,
764,"Y","15-49",2016,10321261.4689,
764,"N","15-49",2017,8297440.47119999,
764,"Y","15-49",2017,10170542.5288,
764,"N","15-49",2018,8325563.08740001,
764,"Y","15-49",2018,9999678.4126,
764,"N","15-49",2019,8347799.534,
764,"Y","15-49",2019,9810930.466,
764,"N","15-49",2020,8368735.9049,
764,"Y","15-49",2020,9619669.0951,
764,"N","15-49",2021,8381219.52489998,
764,"Y","15-49",2021,9432533.9751,
764,"N","15-49",2022,8385615.43349998,
764,"Y","15-49",2022,9246435.0665,
764,"N","15-49",2023,8398175.01469999,
764,"Y","15-49",2023,9055187.9853,
764,"N","15-49",2024,8415722.14790001,
764,"Y","15-49",2024,8868280.3521,
764,"N","15-49",2025,8434844.68579998,
764,"Y","15-49",2025,8688906.8142,
764,"N","15-49",2026,8446089.94549999,
764,"Y","15-49",2026,8524153.0545,
764,"N","15-49",2027,8449607.6435,
764,"Y","15-49",2027,8369066.3565,
764,"N","15-49",2028,8441201.97520002,
764,"Y","15-49",2028,8220430.5248,
764,"N","15-49",2029,8418052.65339998,
764,"Y","15-49",2029,8079314.8466,
764,"N","15-49",2030,8379113.10090001,
764,"Y","15-49",2030,7946443.8991,
764,"N","15-49",2031,8321863.34249998,
764,"Y","15-49",2031,7823262.1575,
764,"N","15-49",2032,8248780.69250001,
764,"Y","15-49",2032,7708125.8075,
764,"N","15-49",2033,8168584.8309,
764,"Y","15-49",2033,7597732.6691,
764,"N","15-49",2034,8086271.83660001,
764,"Y","15-49",2034,7493477.6634,
764,"N","15-49",2035,7998623.15549999,
764,"Y","15-49",2035,7398953.8445,
764,"N","15-49",2036,7901857.1068,
764,"Y","15-49",2036,7317033.8932,
764,"N","15-49",2037,7796444.46159999,
764,"Y","15-49",2037,7244697.0384,
764,"N","15-49",2038,7684574.00200001,
764,"Y","15-49",2038,7176082.498,
764,"N","15-49",2039,7567794.89150001,
764,"Y","15-49",2039,7109418.1085,
764,"N","15-49",2040,7444853.53179999,
764,"Y","15-49",2040,7043748.9682,
764,"N","15-49",2041,7315353.04600001,
764,"Y","15-49",2041,6978065.454,
764,"N","15-49",2042,7182354.9662,
764,"Y","15-49",2042,6915221.5338,
764,"N","15-49",2043,7048596.06629999,
764,"Y","15-49",2043,6858992.9337,
764,"N","15-49",2044,6915138.35369999,
764,"Y","15-49",2044,6810599.6463,
764,"N","15-49",2045,6779914.34980001,
764,"Y","15-49",2045,6765103.1502,
764,"N","15-49",2046,6640085.91639999,
764,"Y","15-49",2046,6717769.5836,
764,"N","15-49",2047,6498254.43369999,
764,"Y","15-49",2047,6674247.5663,
764,"N","15-49",2048,6360728.09240001,
764,"Y","15-49",2048,6645940.4076,
764,"N","15-49",2049,6229923.89740001,
764,"Y","15-49",2049,6636306.1026,
764,"N","15-49",2050,6101418.6903,
764,"Y","15-49",2050,6634206.8097,
768,"N","15-49",1970,111370.331,
768,"Y","15-49",1970,393050.169,
768,"N","15-49",1971,116989.231,
768,"Y","15-49",1971,403003.769,
768,"N","15-49",1972,122394.5848,
768,"Y","15-49",1972,411670.4152,
768,"N","15-49",1973,127749.3013,
768,"Y","15-49",1973,419575.1987,
768,"N","15-49",1974,133225.0754,
768,"Y","15-49",1974,427152.9246,
768,"N","15-49",1975,138831.6192,
768,"Y","15-49",1975,434586.3808,
768,"N","15-49",1976,144572.9965,
768,"Y","15-49",1976,441997.5035,
768,"N","15-49",1977,150564.6635,
768,"Y","15-49",1977,449496.8365,
768,"N","15-49",1978,156933.2858,
768,"Y","15-49",1978,457333.7142,
768,"N","15-49",1979,163867.5572,
768,"Y","15-49",1979,466067.9428,
768,"N","15-49",1980,171594.2105,
768,"Y","15-49",1980,476340.7895,
768,"N","15-49",1981,180267.6765,
768,"Y","15-49",1981,488425.8235,
768,"N","15-49",1982,189811.6401,
768,"Y","15-49",1982,502118.8599,
768,"N","15-49",1983,199985.1882,
768,"Y","15-49",1983,516824.3118,
768,"N","15-49",1984,210676.7052,
768,"Y","15-49",1984,532005.2948,
768,"N","15-49",1985,221716.1994,
768,"Y","15-49",1985,547070.8006,
768,"N","15-49",1986,233110.1188,
768,"Y","15-49",1986,561990.3812,
768,"N","15-49",1987,245104.0879,
768,"Y","15-49",1987,577339.4121,
768,"N","15-49",1988,257689.982,
768,"Y","15-49",1988,593181.018,
768,"N","15-49",1989,270779.1986,
768,"Y","15-49",1989,609465.8014,
768,"N","15-49",1990,284393.3806,
768,"Y","15-49",1990,626202.6194,
768,"N","15-49",1991,298510.68,
768,"Y","15-49",1991,643299.82,
768,"N","15-49",1992,313017.028200001,
768,"Y","15-49",1992,660662.4718,
768,"N","15-49",1993,316928.6245,
768,"Y","15-49",1993,655636.3755,
768,"N","15-49",1994,323869.1605,
768,"Y","15-49",1994,657321.8395,
768,"N","15-49",1995,344042.1408,
768,"Y","15-49",1995,685686.8592,
768,"N","15-49",1996,362873.109199999,
768,"Y","15-49",1996,710770.3908,
768,"N","15-49",1997,380560.8621,
768,"Y","15-49",1997,733505.6379,
768,"N","15-49",1998,397630.3975,
768,"Y","15-49",1998,755288.1025,
768,"N","15-49",1999,411900.5205,
768,"Y","15-49",1999,780440.9795,
768,"N","15-49",2000,425701.739299999,
768,"Y","15-49",2000,804846.2607,
768,"N","15-49",2001,438832.814499999,
768,"Y","15-49",2001,827597.6855,
768,"N","15-49",2002,451704.5291,
768,"Y","15-49",2002,849222.9709,
768,"N","15-49",2003,464966.042000001,
768,"Y","15-49",2003,870981.958,
768,"N","15-49",2004,478951.129400001,
768,"Y","15-49",2004,893734.8706,
768,"N","15-49",2005,493298.8107,
768,"Y","15-49",2005,916586.6893,
768,"N","15-49",2006,509460.1319,
768,"Y","15-49",2006,942993.8681,
768,"N","15-49",2007,526385.5227,
768,"Y","15-49",2007,971113.4773,
768,"N","15-49",2008,543010.826,
768,"Y","15-49",2008,998573.174,
768,"N","15-49",2009,559417.9876,
768,"Y","15-49",2009,1025354.5124,
768,"N","15-49",2010,574902.0905,
768,"Y","15-49",2010,1050092.4095,
768,"N","15-49",2011,590509.070099999,
768,"Y","15-49",2011,1075052.4299,
768,"N","15-49",2012,606361.844400001,
768,"Y","15-49",2012,1100252.1556,
768,"N","15-49",2013,622828.2554,
768,"Y","15-49",2013,1125673.2446,
768,"N","15-49",2014,640348.3651,
768,"Y","15-49",2014,1151342.6349,
768,"N","15-49",2015,659042.517699999,
768,"Y","15-49",2015,1177248.4823,
768,"N","15-49",2016,678925.189000001,
768,"Y","15-49",2016,1203353.311,
768,"N","15-49",2017,699914.477700001,
768,"Y","15-49",2017,1229743.5223,
768,"N","15-49",2018,721750.450300001,
768,"Y","15-49",2018,1256499.5497,
768,"N","15-49",2019,744053.411599999,
768,"Y","15-49",2019,1283614.5884,
768,"N","15-49",2020,767529.037100001,
768,"Y","15-49",2020,1311269.9629,
768,"N","15-49",2021,793044.095300001,
768,"Y","15-49",2021,1339442.4047,
768,"N","15-49",2022,820715.888999999,
768,"Y","15-49",2022,1367992.111,
768,"N","15-49",2023,850367.7284,
768,"Y","15-49",2023,1396977.2716,
768,"N","15-49",2024,881109.3876,
768,"Y","15-49",2024,1425008.1124,
768,"N","15-49",2025,912500.571299999,
768,"Y","15-49",2025,1452196.4287,
768,"N","15-49",2026,943860.1995,
768,"Y","15-49",2026,1480350.8005,
768,"N","15-49",2027,973808.309600001,
768,"Y","15-49",2027,1509464.1904,
768,"N","15-49",2028,1002331.2817,
768,"Y","15-49",2028,1539134.2183,
768,"N","15-49",2029,1030418.9982,
768,"Y","15-49",2029,1569503.0018,
768,"N","15-49",2030,1058774.9233,
768,"Y","15-49",2030,1601150.5767,
768,"N","15-49",2031,1088096.3645,
768,"Y","15-49",2031,1633702.6355,
768,"N","15-49",2032,1118407.4925,
768,"Y","15-49",2032,1665998.5075,
768,"N","15-49",2033,1149189.266,
768,"Y","15-49",2033,1697728.734,
768,"N","15-49",2034,1180082.5627,
768,"Y","15-49",2034,1729203.4373,
768,"N","15-49",2035,1210972.1734,
768,"Y","15-49",2035,1761013.3266,
768,"N","15-49",2036,1241867.292,
768,"Y","15-49",2036,1792718.708,
768,"N","15-49",2037,1273049.3802,
768,"Y","15-49",2037,1823796.1198,
768,"N","15-49",2038,1305056.8247,
768,"Y","15-49",2038,1854541.6753,
768,"N","15-49",2039,1337917.6988,
768,"Y","15-49",2039,1885245.3012,
768,"N","15-49",2040,1371110.6644,
768,"Y","15-49",2040,1915288.8356,
768,"N","15-49",2041,1404861.8621,
768,"Y","15-49",2041,1944889.6379,
768,"N","15-49",2042,1439791.6183,
768,"Y","15-49",2042,1974509.3817,
768,"N","15-49",2043,1476079.7233,
768,"Y","15-49",2043,2004059.2767,
768,"N","15-49",2044,1513691.1596,
768,"Y","15-49",2044,2033442.8404,
768,"N","15-49",2045,1552367.5547,
768,"Y","15-49",2045,2062274.9453,
768,"N","15-49",2046,1592316.0935,
768,"Y","15-49",2046,2090690.4065,
768,"N","15-49",2047,1633580.3544,
768,"Y","15-49",2047,2118323.6456,
768,"N","15-49",2048,1676129.7544,
768,"Y","15-49",2048,2145111.7456,
768,"N","15-49",2049,1720074.1937,
768,"Y","15-49",2049,2171403.8063,
768,"N","15-49",2050,1764623.6459,
768,"Y","15-49",2050,2196231.3541,
772,"N","15-49",1970,186.2102,
772,"Y","15-49",1970,191.7898,
772,"N","15-49",1971,177.2944,
772,"Y","15-49",1971,178.7056,
772,"N","15-49",1972,175.7425,
772,"Y","15-49",1972,172.7575,
772,"N","15-49",1973,180.8442,
772,"Y","15-49",1973,174.6558,
772,"N","15-49",1974,183.7551,
772,"Y","15-49",1974,176.7449,
772,"N","15-49",1975,182.2701,
772,"Y","15-49",1975,179.7299,
772,"N","15-49",1976,183.2065,
772,"Y","15-49",1976,185.2935,
772,"N","15-49",1977,185.6975,
772,"Y","15-49",1977,191.3025,
772,"N","15-49",1978,186.3416,
772,"Y","15-49",1978,196.1584,
772,"N","15-49",1979,186.4423,
772,"Y","15-49",1979,199.5577,
772,"N","15-49",1980,184.1605,
772,"Y","15-49",1980,200.8395,
772,"N","15-49",1981,180.3142,
772,"Y","15-49",1981,200.6858,
772,"N","15-49",1982,177.1778,
772,"Y","15-49",1982,201.8222,
772,"N","15-49",1983,178.1916,
772,"Y","15-49",1983,205.3084,
772,"N","15-49",1984,183.976,
772,"Y","15-49",1984,208.024,
772,"N","15-49",1985,191.688,
772,"Y","15-49",1985,209.812,
772,"N","15-49",1986,197.1676,
772,"Y","15-49",1986,212.3324,
772,"N","15-49",1987,199.1898,
772,"Y","15-49",1987,215.8102,
772,"N","15-49",1988,198.5742,
772,"Y","15-49",1988,218.9258,
772,"N","15-49",1989,194.7285,
772,"Y","15-49",1989,221.7715,
772,"N","15-49",1990,188.1715,
772,"Y","15-49",1990,223.3285,
772,"N","15-49",1991,181.3975,
772,"Y","15-49",1991,223.6025,
772,"N","15-49",1992,180.9264,
772,"Y","15-49",1992,224.5736,
772,"N","15-49",1993,184.0492,
772,"Y","15-49",1993,224.4508,
772,"N","15-49",1994,185.1422,
772,"Y","15-49",1994,223.3578,
772,"N","15-49",1995,184.1633,
772,"Y","15-49",1995,222.8367,
772,"N","15-49",1996,182.9454,
772,"Y","15-49",1996,225.5546,
772,"N","15-49",1997,185.2447,
772,"Y","15-49",1997,229.2553,
772,"N","15-49",1998,188.6038,
772,"Y","15-49",1998,228.8962,
772,"N","15-49",1999,189.4679,
772,"Y","15-49",1999,228.5321,
772,"N","15-49",2000,188.2613,
772,"Y","15-49",2000,230.2387,
772,"N","15-49",2001,187.4939,
772,"Y","15-49",2001,231.5061,
772,"N","15-49",2002,182.6691,
772,"Y","15-49",2002,225.3309,
772,"N","15-49",2003,172.2617,
772,"Y","15-49",2003,215.7383,
772,"N","15-49",2004,161.6124,
772,"Y","15-49",2004,209.3876,
772,"N","15-49",2005,149.8664,
772,"Y","15-49",2005,201.6336,
772,"N","15-49",2006,137.6253,
772,"Y","15-49",2006,193.3747,
772,"N","15-49",2007,135.6814,
772,"Y","15-49",2007,187.8186,
772,"N","15-49",2008,142.649,
772,"Y","15-49",2008,183.351,
772,"N","15-49",2009,148.4966,
772,"Y","15-49",2009,177.5034,
772,"N","15-49",2010,154.1592,
772,"Y","15-49",2010,173.8408,
772,"N","15-49",2011,161.4632,
772,"Y","15-49",2011,173.0368,
772,"N","15-49",2012,176.2155,
772,"Y","15-49",2012,180.2845,
772,"N","15-49",2013,188.5486,
772,"Y","15-49",2013,189.4514,
772,"N","15-49",2014,186.0662,
772,"Y","15-49",2014,189.9338,
772,"N","15-49",2015,177.1298,
772,"Y","15-49",2015,185.8702,
772,"N","15-49",2016,170.544,
772,"Y","15-49",2016,180.456,
772,"N","15-49",2017,181.2047,
772,"Y","15-49",2017,189.2953,
772,"N","15-49",2018,206.7049,
772,"Y","15-49",2018,210.7951,
772,"N","15-49",2019,228.804,
772,"Y","15-49",2019,232.196,
772,"N","15-49",2020,241.8762,
772,"Y","15-49",2020,250.1238,
772,"N","15-49",2021,248.4328,
772,"Y","15-49",2021,263.5672,
772,"N","15-49",2022,263.0544,
772,"Y","15-49",2022,284.9456,
772,"N","15-49",2023,284.9315,
772,"Y","15-49",2023,312.5685,
772,"N","15-49",2024,302.7438,
772,"Y","15-49",2024,337.2562,
772,"N","15-49",2025,315.659100000001,
772,"Y","15-49",2025,360.8409,
772,"N","15-49",2026,322.876,
772,"Y","15-49",2026,382.624,
772,"N","15-49",2027,326.7278,
772,"Y","15-49",2027,399.2722,
772,"N","15-49",2028,330.5103,
772,"Y","15-49",2028,413.9897,
772,"N","15-49",2029,335.1505,
772,"Y","15-49",2029,426.3495,
772,"N","15-49",2030,340.9432,
772,"Y","15-49",2030,434.5568,
772,"N","15-49",2031,346.1898,
772,"Y","15-49",2031,443.8102,
772,"N","15-49",2032,349.970999999999,
772,"Y","15-49",2032,453.529,
772,"N","15-49",2033,352.5176,
772,"Y","15-49",2033,460.9824,
772,"N","15-49",2034,354.0991,
772,"Y","15-49",2034,469.4009,
772,"N","15-49",2035,356.377200000001,
772,"Y","15-49",2035,478.6228,
772,"N","15-49",2036,359.558099999999,
772,"Y","15-49",2036,486.9419,
772,"N","15-49",2037,363.4633,
772,"Y","15-49",2037,493.5367,
772,"N","15-49",2038,367.786799999999,
772,"Y","15-49",2038,497.7132,
772,"N","15-49",2039,372.93,
772,"Y","15-49",2039,501.57,
772,"N","15-49",2040,378.5849,
772,"Y","15-49",2040,504.9151,
772,"N","15-49",2041,384.8065,
772,"Y","15-49",2041,508.1935,
772,"N","15-49",2042,391.7179,
772,"Y","15-49",2042,511.2821,
772,"N","15-49",2043,397.2348,
772,"Y","15-49",2043,512.2652,
772,"N","15-49",2044,403.229999999999,
772,"Y","15-49",2044,513.27,
772,"N","15-49",2045,408.9088,
772,"Y","15-49",2045,514.0912,
772,"N","15-49",2046,412.3129,
772,"Y","15-49",2046,511.6871,
772,"N","15-49",2047,414.8338,
772,"Y","15-49",2047,508.6662,
772,"N","15-49",2048,417.091900000001,
772,"Y","15-49",2048,507.4081,
772,"N","15-49",2049,418.9576,
772,"Y","15-49",2049,506.0424,
772,"N","15-49",2050,420.6901,
772,"Y","15-49",2050,503.8099,
776,"N","15-49",1970,8225.54529999999,
776,"Y","15-49",1970,10055.9547,
776,"N","15-49",1971,8392.29729999999,
776,"Y","15-49",1971,10208.2027,
776,"N","15-49",1972,8575.48920000001,
776,"Y","15-49",1972,10358.0108,
776,"N","15-49",1973,8775.61209999999,
776,"Y","15-49",1973,10509.3879,
776,"N","15-49",1974,9024.0104,
776,"Y","15-49",1974,10714.9896,
776,"N","15-49",1975,9336.4591,
776,"Y","15-49",1975,10966.5409,
776,"N","15-49",1976,9678.26830000001,
776,"Y","15-49",1976,11207.2317,
776,"N","15-49",1977,9962.65269999999,
776,"Y","15-49",1977,11355.8473,
776,"N","15-49",1978,10132.2396,
776,"Y","15-49",1978,11449.7604,
776,"N","15-49",1979,10273.6236,
776,"Y","15-49",1979,11528.8764,
776,"N","15-49",1980,10402.7381,
776,"Y","15-49",1980,11584.2619,
776,"N","15-49",1981,10534.0477,
776,"Y","15-49",1981,11615.4523,
776,"N","15-49",1982,10685.2616,
776,"Y","15-49",1982,11632.2384,
776,"N","15-49",1983,10865.165,
776,"Y","15-49",1983,11632.835,
776,"N","15-49",1984,11055.6352,
776,"Y","15-49",1984,11612.3648,
776,"N","15-49",1985,11233.6567,
776,"Y","15-49",1985,11570.8433,
776,"N","15-49",1986,11372.0584,
776,"Y","15-49",1986,11517.9416,
776,"N","15-49",1987,11443.3727,
776,"Y","15-49",1987,11566.1273,
776,"N","15-49",1988,11446.1084,
776,"Y","15-49",1988,11704.3916,
776,"N","15-49",1989,11398.9814,
776,"Y","15-49",1989,11821.5186,
776,"N","15-49",1990,11325.354,
776,"Y","15-49",1990,11920.146,
776,"N","15-49",1991,11248.3077,
776,"Y","15-49",1991,11998.6923,
776,"N","15-49",1992,11189.7649,
776,"Y","15-49",1992,12056.7351,
776,"N","15-49",1993,11165.1675,
776,"Y","15-49",1993,12094.3325,
776,"N","15-49",1994,11187.2656,
776,"Y","15-49",1994,12094.7344,
776,"N","15-49",1995,11256.0801,
776,"Y","15-49",1995,12054.4199,
776,"N","15-49",1996,11354.9138,
776,"Y","15-49",1996,11989.0862,
776,"N","15-49",1997,11489.8333,
776,"Y","15-49",1997,12036.1667,
776,"N","15-49",1998,11638.7299,
776,"Y","15-49",1998,12207.2701,
776,"N","15-49",1999,11765.6329,
776,"Y","15-49",1999,12380.3671,
776,"N","15-49",2000,11866.2891,
776,"Y","15-49",2000,12543.7109,
776,"N","15-49",2001,11931.3029,
776,"Y","15-49",2001,12688.6971,
776,"N","15-49",2002,11956.4382,
776,"Y","15-49",2002,12811.5618,
776,"N","15-49",2003,11950.6869,
776,"Y","15-49",2003,12913.3131,
776,"N","15-49",2004,11946.4812,
776,"Y","15-49",2004,12994.5188,
776,"N","15-49",2005,11977.2323,
776,"Y","15-49",2005,13058.7677,
776,"N","15-49",2006,12040.0391,
776,"Y","15-49",2006,13107.4609,
776,"N","15-49",2007,12111.5966,
776,"Y","15-49",2007,13196.9034,
776,"N","15-49",2008,12200.8453,
776,"Y","15-49",2008,13316.6547,
776,"N","15-49",2009,12294.0424,
776,"Y","15-49",2009,13411.4576,
776,"N","15-49",2010,12413.2089,
776,"Y","15-49",2010,13493.7911,
776,"N","15-49",2011,12533.0676,
776,"Y","15-49",2011,13559.9324,
776,"N","15-49",2012,12552.4769,
776,"Y","15-49",2012,13599.0231,
776,"N","15-49",2013,12501.6857,
776,"Y","15-49",2013,13621.3143,
776,"N","15-49",2014,12450.9548,
776,"Y","15-49",2014,13630.0452,
776,"N","15-49",2015,12450.0823,
776,"Y","15-49",2015,13613.4177,
776,"N","15-49",2016,12465.9633,
776,"Y","15-49",2016,13537.0367,
776,"N","15-49",2017,12537.9879,
776,"Y","15-49",2017,13506.0121,
776,"N","15-49",2018,12694.1196,
776,"Y","15-49",2018,13533.8804,
776,"N","15-49",2019,12867.7251,
776,"Y","15-49",2019,13534.2749,
776,"N","15-49",2020,13032.5549,
776,"Y","15-49",2020,13550.9451,
776,"N","15-49",2021,13152.8055,
776,"Y","15-49",2021,13522.6945,
776,"N","15-49",2022,13254.5832,
776,"Y","15-49",2022,13424.4168,
776,"N","15-49",2023,13344.6277,
776,"Y","15-49",2023,13331.3723,
776,"N","15-49",2024,13408.04,
776,"Y","15-49",2024,13232.46,
776,"N","15-49",2025,13457.1506,
776,"Y","15-49",2025,13121.8494,
776,"N","15-49",2026,13534.9702,
776,"Y","15-49",2026,13008.0298,
776,"N","15-49",2027,13657.0232,
776,"Y","15-49",2027,12899.4768,
776,"N","15-49",2028,13792.2794,
776,"Y","15-49",2028,12824.7206,
776,"N","15-49",2029,13916.8078,
776,"Y","15-49",2029,12762.6922,
776,"N","15-49",2030,14015.6936,
776,"Y","15-49",2030,12720.8064,
776,"N","15-49",2031,14061.4218,
776,"Y","15-49",2031,12694.5782,
776,"N","15-49",2032,14037.6826,
776,"Y","15-49",2032,12677.3174,
776,"N","15-49",2033,13950.5595,
776,"Y","15-49",2033,12666.4405,
776,"N","15-49",2034,13829.743,
776,"Y","15-49",2034,12648.257,
776,"N","15-49",2035,13689.4491,
776,"Y","15-49",2035,12648.0509,
776,"N","15-49",2036,13551.9683,
776,"Y","15-49",2036,12664.5317,
776,"N","15-49",2037,13432.1807,
776,"Y","15-49",2037,12713.8193,
776,"N","15-49",2038,13315.838,
776,"Y","15-49",2038,12821.662,
776,"N","15-49",2039,13190.8615,
776,"Y","15-49",2039,12949.1385,
776,"N","15-49",2040,13052.4868,
776,"Y","15-49",2040,13069.0132,
776,"N","15-49",2041,12923.0289,
776,"Y","15-49",2041,13195.9711,
776,"N","15-49",2042,12816.097,
776,"Y","15-49",2042,13338.403,
776,"N","15-49",2043,12727.0434,
776,"Y","15-49",2043,13471.4566,
776,"N","15-49",2044,12660.2806,
776,"Y","15-49",2044,13600.2194,
776,"N","15-49",2045,12603.2015,
776,"Y","15-49",2045,13706.2985,
776,"N","15-49",2046,12561.0308,
776,"Y","15-49",2046,13815.9692,
776,"N","15-49",2047,12549.5614,
776,"Y","15-49",2047,13959.4386,
776,"N","15-49",2048,12562.3586,
776,"Y","15-49",2048,14093.6414,
776,"N","15-49",2049,12594.8992,
776,"Y","15-49",2049,14212.6008,
776,"N","15-49",2050,12634.98,
776,"Y","15-49",2050,14288.02,
780,"N","15-49",1970,113985.5495,
780,"Y","15-49",1970,115281.9505,
780,"N","15-49",1971,117635.8035,
780,"Y","15-49",1971,118031.1965,
780,"N","15-49",1972,120980.0885,
780,"Y","15-49",1972,121045.9115,
780,"N","15-49",1973,124140.851,
780,"Y","15-49",1973,124337.149,
780,"N","15-49",1974,127232.2185,
780,"Y","15-49",1974,127984.2815,
780,"N","15-49",1975,130430.8735,
780,"Y","15-49",1975,131851.1265,
780,"N","15-49",1976,133827.484,
780,"Y","15-49",1976,135736.016,
780,"N","15-49",1977,137210.296,
780,"Y","15-49",1977,139639.704,
780,"N","15-49",1978,140149.6205,
780,"Y","15-49",1978,143673.3795,
780,"N","15-49",1979,142311.9395,
780,"Y","15-49",1979,147922.5605,
780,"N","15-49",1980,143736.493,
780,"Y","15-49",1980,152217.507,
780,"N","15-49",1981,144536.6265,
780,"Y","15-49",1981,156311.3735,
780,"N","15-49",1982,144734.127,
780,"Y","15-49",1982,160189.873,
780,"N","15-49",1983,144468.1855,
780,"Y","15-49",1983,163915.8145,
780,"N","15-49",1984,143899.4905,
780,"Y","15-49",1984,167572.0095,
780,"N","15-49",1985,143521.009,
780,"Y","15-49",1985,171539.991,
780,"N","15-49",1986,143553.5105,
780,"Y","15-49",1986,175723.4895,
780,"N","15-49",1987,143874.2965,
780,"Y","15-49",1987,179680.7035,
780,"N","15-49",1988,146398.3693,
780,"Y","15-49",1988,181527.1307,
780,"N","15-49",1989,149143.7255,
780,"Y","15-49",1989,183112.7745,
780,"N","15-49",1990,152004.6521,
780,"Y","15-49",1990,184564.3479,
780,"N","15-49",1991,155071.0925,
780,"Y","15-49",1991,185916.9075,
780,"N","15-49",1992,158478.9834,
780,"Y","15-49",1992,187132.5166,
780,"N","15-49",1993,162309.1449,
780,"Y","15-49",1993,188163.3551,
780,"N","15-49",1994,166564.349,
780,"Y","15-49",1994,188912.151,
780,"N","15-49",1995,171221.5444,
780,"Y","15-49",1995,189412.9556,
